Gene loci,Bprom,DeepTFactor
BPSL2870, Number of predicted promoters -1,False
BPSL2871, Number of predicted promoters -1,False
BPSL2872, Number of predicted promoters -1,False
BPSL2873, Number of predicted promoters -1,False
BPSL2874, Number of predicted promoters -1,False
BPSL2875, Number of predicted promoters -1,False
BPSL2876, Number of predicted promoters -1,False
BPS_RS15425, Number of predicted promoters -1,False
BPSL2877, Number of predicted promoters -2,False
BPSL2878, Number of predicted promoters -0,False
BPSL2879, Number of predicted promoters -0,False
BPSL2880, Number of predicted promoters -0,False
BPSL2881, Number of predicted promoters -2,False
BPSL2882, Number of predicted promoters -1,False
BPS_RS15460, Number of predicted promoters -0,False
BPSL2883, Number of predicted promoters -0,False
BPS_RS15470, Number of predicted promoters -0,False
BPSL2884, Number of predicted promoters -1,True
BPSL2885, Number of predicted promoters -1,False
BPSL2886, Number of predicted promoters -1,False
BPSL2887, Number of predicted promoters -2,False
BPSL2888, Number of predicted promoters -1,False
BPSL2889, Number of predicted promoters -0,False
BPSL2890, Number of predicted promoters -1,False
BPSL2891, Number of predicted promoters -1,False
BPSL2892, Number of predicted promoters -1,False
BPSL2893, Number of predicted promoters -1,False
BPSL2894, Number of predicted promoters -2,False
BPSL2895, Number of predicted promoters -1,True
BPSL2896, Number of predicted promoters -2,False
BPSL2897, Number of predicted promoters -1,False
BPSL2898, Number of predicted promoters -1,False
BPSL2899, Number of predicted promoters -1,False
BPSL2900, Number of predicted promoters -0,False
BPSL2901, Number of predicted promoters -0,False
BPSL2902, Number of predicted promoters -0,False
BPSL2903, Number of predicted promoters -0,False
BPSL2904, Number of predicted promoters -2,False
BPS_RS15580, Number of predicted promoters -1,False
BPSL2905, Number of predicted promoters -1,False
BPSL2906, Number of predicted promoters -0,False
BPSL2907, Number of predicted promoters -1,False
BPSL2908, Number of predicted promoters -1,True
BPSL2909, Number of predicted promoters -1,False
BPSL2910, Number of predicted promoters -0,False
BPSL2911, Number of predicted promoters -1,False
BPSL2912, Number of predicted promoters -1,False
BPSL2913, Number of predicted promoters -1,False
BPSL2914, Number of predicted promoters -0,False
BPS_RS15640, Number of predicted promoters -1,False
BPSL2915, Number of predicted promoters -1,False
BPSL2916, Number of predicted promoters -0,False
BPSL2917, Number of predicted promoters -0,False
BPSL2918, Number of predicted promoters -0,False
BPSL2919, Number of predicted promoters -0,False
BPSL2920, Number of predicted promoters -0,False
BPSL2921, Number of predicted promoters -0,False
BPSL2922, Number of predicted promoters -2,False
BPSL2923, Number of predicted promoters -1,False
BPSL2924, Number of predicted promoters -1,False
BPSL2925, Number of predicted promoters -1,False
BPSL2926, Number of predicted promoters -1,True
BPSL2927, Number of predicted promoters -1,False
BPSL2928, Number of predicted promoters -2,False
BPSL2929, Number of predicted promoters -1,False
BPSL2930, Number of predicted promoters -2,False
BPSL2931, Number of predicted promoters -0,False
BPSL2932, Number of predicted promoters -1,False
BPS_RS15735, Number of predicted promoters -0,False
BPSL2933, Number of predicted promoters -1,True
BPSL2934, Number of predicted promoters -1,False
BPSL2935, Number of predicted promoters -1,False
BPSL2936, Number of predicted promoters -0,False
BPSL2937, Number of predicted promoters -0,False
BPSL2938, Number of predicted promoters -0,False
BPSL2939, Number of predicted promoters -0,False
BPSL2940, Number of predicted promoters -0,False
BPSL2941, Number of predicted promoters -0,False
BPSL2942, Number of predicted promoters -1,False
BPSL2943, Number of predicted promoters -1,True
BPSL2944, Number of predicted promoters -0,False
BPSL2945, Number of predicted promoters -1,False
BPSL2946, Number of predicted promoters -1,False
BPSL2947, Number of predicted promoters -0,True
BPSL2948, Number of predicted promoters -1,True
BPSL2949, Number of predicted promoters -1,False
BPSL2950, Number of predicted promoters -1,False
BPSL2951, Number of predicted promoters -1,False
BPSL2952, Number of predicted promoters -1,False
BPSL2953, Number of predicted promoters -2,False
BPSL2954, Number of predicted promoters -1,False
BPSL2955, Number of predicted promoters -1,False
BPSL2956, Number of predicted promoters -0,False
BPSL2957, Number of predicted promoters -2,False
BPSL2958, Number of predicted promoters -2,False
BPSL2959, Number of predicted promoters -2,False
BPSL2960, Number of predicted promoters -1,False
BPSL2961, Number of predicted promoters -2,False
BPSL2962, Number of predicted promoters -1,False
BPSL2963, Number of predicted promoters -1,False
BPSL2964, Number of predicted promoters -1,True
BPSL2965, Number of predicted promoters -0,False
BPSL2966, Number of predicted promoters -0,False
BPSL2967, Number of predicted promoters -1,False
BPSL2968, Number of predicted promoters -0,False
BPSL2969, Number of predicted promoters -0,False
BPSL2970, Number of predicted promoters -0,False
BPSL2971, Number of predicted promoters -0,False
BPSL2972, Number of predicted promoters -1,True
BPSL2973, Number of predicted promoters -0,False
BPSL2974, Number of predicted promoters -2,False
BPSL2975, Number of predicted promoters -1,False
BPSL2976, Number of predicted promoters -0,False
BPSL2977, Number of predicted promoters -1,False
BPSL2978, Number of predicted promoters -0,False
BPSL2979, Number of predicted promoters -2,False
BPSL2980, Number of predicted promoters -1,False
BPSL2981, Number of predicted promoters -1,False
BPSL2982, Number of predicted promoters -2,False
BPSL2983, Number of predicted promoters -1,False
BPSL2984, Number of predicted promoters -3,False
BPSL2985, Number of predicted promoters -0,False
BPSL2986, Number of predicted promoters -1,False
BPSL2987, Number of predicted promoters -0,False
BPSL2988, Number of predicted promoters -2,False
BPSL2989, Number of predicted promoters -0,False
BPSL2990, Number of predicted promoters -1,False
BPS_RS16040, Number of predicted promoters -1,False
BPSL2991, Number of predicted promoters -2,False
BPSL2992, Number of predicted promoters -1,False
BPS_RS16060, Number of predicted promoters -0,False
BPSL2993, Number of predicted promoters -0,False
BPSL2993a, Number of predicted promoters -0,False
BPSL2994, Number of predicted promoters -2,False
BPSL2995, Number of predicted promoters -1,False
BPSL2996, Number of predicted promoters -0,False
BPSL2997, Number of predicted promoters -2,False
BPSL2998, Number of predicted promoters -2,False
BPSL2999, Number of predicted promoters -2,False
BPSL3000, Number of predicted promoters -1,False
BPSL3001, Number of predicted promoters -3,False
BPSL3002, Number of predicted promoters -1,False
BPSL3003, Number of predicted promoters -1,False
BPSL3004, Number of predicted promoters -0,False
BPSL3005, Number of predicted promoters -1,False
BPSL3006, Number of predicted promoters -3,False
BPSL3007, Number of predicted promoters -2,False
BPSL3008, Number of predicted promoters -1,False
BPSL3009, Number of predicted promoters -0,False
BPSL3010, Number of predicted promoters -0,False
BPSL3011, Number of predicted promoters -1,False
BPSL3012, Number of predicted promoters -1,False
BPSL3012a, Number of predicted promoters -1,False
BPSL3013, Number of predicted promoters -0,False
BPSL3014, Number of predicted promoters -1,False
BPSL3015, Number of predicted promoters -1,False
BPSL3016, Number of predicted promoters -1,False
BPSL3017, Number of predicted promoters -1,False
BPSL3018, Number of predicted promoters -1,False
BPSL3019, Number of predicted promoters -0,False
BPSL3020, Number of predicted promoters -0,False
BPSL3021, Number of predicted promoters -0,False
BPSL3022, Number of predicted promoters -1,False
BPSL3023, Number of predicted promoters -0,False
BPSL3024, Number of predicted promoters -0,False
BPSL3025, Number of predicted promoters -0,False
BPSL3026, Number of predicted promoters -0,False
BPSL3027, Number of predicted promoters -0,False
BPSL3028, Number of predicted promoters -0,False
BPSL3029, Number of predicted promoters -0,False
BPSL3030, Number of predicted promoters -0,False
BPSL3031, Number of predicted promoters -2,False
BPSL3032, Number of predicted promoters -0,False
BPSL3033, Number of predicted promoters -1,False
BPSL3034, Number of predicted promoters -1,True
BPSL3035, Number of predicted promoters -1,False
BPSL3036, Number of predicted promoters -1,False
BPSL3037, Number of predicted promoters -1,False
BPSL3038, Number of predicted promoters -3,False
BPSL3040, Number of predicted promoters -1,False
BPSL3041, Number of predicted promoters -2,False
BPSL3042, Number of predicted promoters -1,False
BPSL3043, Number of predicted promoters -0,False
BPSL3044, Number of predicted promoters -0,False
BPSL3045, Number of predicted promoters -2,False
BPSL3046, Number of predicted promoters -1,False
BPSL3047, Number of predicted promoters -1,False
BPSL3048, Number of predicted promoters -1,False
BPSL3049, Number of predicted promoters -2,False
BPSL3050, Number of predicted promoters -1,False
BPSL3051, Number of predicted promoters -2,False
BPSL3052, Number of predicted promoters -0,False
BPSL3053, Number of predicted promoters -0,False
BPSL3054, Number of predicted promoters -0,False
BPSL3055, Number of predicted promoters -0,False
BPSL3056, Number of predicted promoters -0,False
BPSL3057, Number of predicted promoters -1,False
BPSL3058, Number of predicted promoters -0,False
BPSL3059, Number of predicted promoters -1,False
BPSL3061, Number of predicted promoters -1,False
BPSL3062, Number of predicted promoters -0,False
BPS_RS16460, Number of predicted promoters -0,False
BPSL3063, Number of predicted promoters -0,False
BPSL3064, Number of predicted promoters -1,False
BPSL3065, Number of predicted promoters -0,False
BPS_RS16485, Number of predicted promoters -0,False
BPS_RS16490, Number of predicted promoters -0,False
BPSL3066, Number of predicted promoters -0,False
BPS_RS16500, Number of predicted promoters -1,False
BPSL3067, Number of predicted promoters -1,False
BPSL3068, Number of predicted promoters -0,False
BPSL3069, Number of predicted promoters -1,False
BPSL3070, Number of predicted promoters -0,False
BPSL3071, Number of predicted promoters -0,False
BPSL3072, Number of predicted promoters -1,False
BPSL3073, Number of predicted promoters -0,False
BPSL3074, Number of predicted promoters -0,False
BPSL3075, Number of predicted promoters -1,False
BPSL3076, Number of predicted promoters -1,False
BPSL3077, Number of predicted promoters -1,False
BPSL3078, Number of predicted promoters -1,False
BPSL3079, Number of predicted promoters -1,True
BPSL3080, Number of predicted promoters -1,False
BPSL3081, Number of predicted promoters -1,False
BPS_RS16585, Number of predicted promoters -1,pseudogene
BPSL3082, Number of predicted promoters -0,False
BPSL3083, Number of predicted promoters -1,False
BPSL3084, Number of predicted promoters -2,False
BPSL3085, Number of predicted promoters -1,False
BPSL3086, Number of predicted promoters -1,False
BPS_RS16615, Number of predicted promoters -0,False
BPSL3087, Number of predicted promoters -0,False
BPS_RS16625, Number of predicted promoters -1,False
BPSL3088, Number of predicted promoters -1,False
BPSL3089, Number of predicted promoters -2,False
BPSL3090, Number of predicted promoters -0,False
BPSL3091, Number of predicted promoters -0,False
BPSL3092, Number of predicted promoters -0,False
BPSL3093, Number of predicted promoters -2,False
BPSL3094, Number of predicted promoters -0,False
BPSL3095, Number of predicted promoters -1,False
BPSL3096, Number of predicted promoters -3,False
BPSL3097, Number of predicted promoters -0,False
BPSL3098, Number of predicted promoters -0,False
BPSL3099, Number of predicted promoters -0,False
BPSL3100, Number of predicted promoters -0,False
BPSL3101, Number of predicted promoters -2,False
BPSL3102, Number of predicted promoters -0,False
BPSL3103, Number of predicted promoters -1,False
BPSL3104, Number of predicted promoters -0,False
BPSL3105, Number of predicted promoters -1,False
BPSL3106, Number of predicted promoters -2,False
BPSL3107, Number of predicted promoters -0,False
BPSL3108, Number of predicted promoters -1,False
BPSL3109, Number of predicted promoters -2,False
